instname,n,p,q,nonzeroA,nonzeroG,cbfbytes,epinormeucldim,epinorminfdim,epinormspectraldim,epiperexpdim,epipersquaredim,hypogeomeandim,hypoperlogdim,hypoperlogdettridim,nonnegativedim,nonpositivedim,semidefiniterealdim,semidefinitecomplexdim,powerdim,wsospolyinterprealdim,wsospolyinterpcomplexdim,epinormeucl,epinorminf,epinormspectral,epiperexp,epipersquare,hypogeomean,hypoperlog,hypoperlogdettri,nonnegative,nonpositive,semidefinitereal,semidefinitecomplex,power,wsospolyinterpreal,wsospolyinterpcomplex,isdiscrete
as_conic_mc_100_100_hard_set5_1_cap100,13901,13701,18501,8301,26300,129300,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_1_cap20,13901,13701,18501,8301,26300,129134,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_1_cap50,13901,13701,18501,8301,26300,129134,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_2_cap10,13901,4701,18501,8301,26300,130697,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_2_cap100,13901,13701,18501,8301,26300,130070,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_2_cap20,13901,13701,18501,8301,26300,129835,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_100_100_hard_set5_2_cap50,13901,13701,18501,8301,26300,129836,0,0,0,0,3600,0,0,0,12600,2301,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_10_cap10,16301,12281,32521,28121,60720,391236,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_10_cap100,16301,14081,32521,28121,60720,400688,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_10_cap20,16301,12481,32521,28121,60720,395053,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_10_cap200,16301,16081,32521,28121,60720,405875,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_10_cap50,16301,13081,32521,28121,60720,395822,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_5_cap10,16301,12281,32521,28121,60720,391541,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_5_cap100,16301,14081,32521,28121,60720,404741,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_5_cap20,16301,12481,32521,28121,60720,395476,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_5_cap200,16301,16081,32521,28121,60720,404023,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set1_5_cap50,16301,13081,32521,28121,60720,395892,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_10_cap10,16301,12281,32521,28121,60720,390969,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_10_cap100,16301,14081,32521,28121,60720,400386,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_10_cap20,16301,12482,32521,28121,60720,396827,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_10_cap200,16301,16081,32521,28121,60720,405496,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_10_cap50,16301,13082,32521,28121,60720,398432,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_5_cap10,16301,12281,32521,28121,60720,390864,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_5_cap100,16301,14081,32521,28121,60720,404569,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_5_cap20,16301,12482,32521,28121,60720,397010,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_5_cap200,16301,16081,32521,28121,60720,404012,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set2_5_cap50,16301,13082,32521,28121,60720,398176,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_10_cap10,16301,12281,32521,28121,60720,391185,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_10_cap100,16301,14081,32521,28121,60720,400868,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_10_cap20,16301,12481,32521,28121,60720,395117,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_10_cap200,16301,16081,32521,28121,60720,405810,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_10_cap50,16301,13081,32521,28121,60720,396344,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_5_cap10,16301,12281,32521,28121,60720,391430,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_5_cap100,16301,14081,32521,28121,60720,404964,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_5_cap20,16301,12481,32521,28121,60720,395522,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_5_cap200,16301,16081,32521,28121,60720,404391,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set3_5_cap50,16301,13081,32521,28121,60720,396333,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_10_cap10,16301,12281,32521,28121,60720,391407,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_10_cap100,16301,14081,32521,28121,60720,401118,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_10_cap20,16301,12481,32521,28121,60720,395058,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_10_cap200,16301,16081,32521,28121,60720,406077,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_10_cap50,16301,13081,32521,28121,60720,395955,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_5_cap10,16301,12281,32521,28121,60720,391536,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_5_cap100,16301,14081,32521,28121,60720,404997,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_5_cap20,16301,12481,32521,28121,60720,395302,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_5_cap200,16301,16081,32521,28121,60720,405249,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set4_5_cap50,16301,13081,32521,28121,60720,396477,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_10_cap10,16301,12282,32521,28120,60719,390029,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_10_cap100,16301,14081,32521,28120,60719,400033,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_10_cap20,16301,12481,32521,28120,60719,394290,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_10_cap200,16301,16081,32521,28120,60719,405361,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_10_cap50,16301,13081,32521,28120,60719,395486,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_5_cap10,16301,12282,32521,28120,60719,390137,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_5_cap100,16301,14081,32521,28120,60719,404282,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_5_cap20,16301,12481,32521,28120,60719,394949,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_5_cap200,16301,16081,32521,28120,60719,403869,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_200_20_set5_5_cap50,16301,13081,32521,28120,60719,396712,0,0,0,0,12060,0,0,0,12260,8201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_10_cap100,100751,80202,201301,175301,376800,2343871,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_10_cap20,100751,76201,201301,175301,376800,2357026,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_10_cap200,100751,85202,201301,175301,376800,2452163,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_10_cap50,100751,77704,201301,175301,376800,2366250,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_10_cap500,100751,100201,201301,175301,376800,2396851,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_20_cap100,100751,80202,201301,175301,376800,2319948,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_20_cap20,100751,76201,201301,175301,376800,2344191,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_20_cap200,100751,85202,201301,175301,376800,2422795,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_20_cap50,100751,77704,201301,175301,376800,2365022,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set1_20_cap500,100751,100201,201301,175301,376800,2409353,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_10_cap100,100751,80201,201301,175299,376798,2341137,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_10_cap20,100751,76202,201301,175299,376798,2339351,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_10_cap200,100751,85203,201301,175299,376798,2445599,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_10_cap50,100751,77702,201301,175299,376798,2357165,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_10_cap500,100751,100201,201301,175299,376798,2397817,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_20_cap100,100751,80201,201301,175299,376798,2324269,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_20_cap20,100751,76202,201301,175299,376798,2333494,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_20_cap200,100751,85203,201301,175299,376798,2422291,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_20_cap50,100751,77702,201301,175299,376798,2354967,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set2_20_cap500,100751,100201,201301,175299,376798,2406715,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_10_cap100,100751,80202,201301,175300,376799,2339179,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_10_cap20,100751,76201,201301,175300,376799,2355155,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_10_cap200,100751,85201,201301,175300,376799,2453763,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_10_cap50,100751,77704,201301,175300,376799,2370931,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_10_cap500,100751,100201,201301,175300,376799,2398807,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_20_cap100,100751,80202,201301,175300,376799,2321043,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_20_cap20,100751,76201,201301,175300,376799,2345052,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_20_cap200,100751,85201,201301,175300,376799,2425268,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_20_cap50,100751,77704,201301,175300,376799,2366149,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set3_20_cap500,100751,100201,201301,175300,376799,2403917,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_10_cap100,100751,80203,201301,175300,376799,2346108,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_10_cap20,100751,76201,201301,175300,376799,2352297,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_10_cap200,100751,85202,201301,175300,376799,2441132,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_10_cap50,100751,77701,201301,175300,376799,2376060,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_10_cap500,100751,100201,201301,175300,376799,2397129,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_20_cap100,100751,80203,201301,175300,376799,2324872,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_20_cap20,100751,76201,201301,175300,376799,2347043,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_20_cap200,100751,85202,201301,175300,376799,2420127,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_20_cap50,100751,77701,201301,175300,376799,2364462,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set4_20_cap500,100751,100201,201301,175300,376799,2406688,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_10_cap100,100751,80203,201301,175300,376799,2347194,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_10_cap20,100751,76203,201301,175300,376799,2349498,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_10_cap200,100751,85202,201301,175300,376799,2442098,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_10_cap50,100751,77702,201301,175300,376799,2357899,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_10_cap500,100751,100201,201301,175300,376799,2397506,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_20_cap100,100751,80203,201301,175300,376799,2326328,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_20_cap20,100751,76203,201301,175300,376799,2340620,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_20_cap200,100751,85202,201301,175300,376799,2418856,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_20_cap50,100751,77702,201301,175300,376799,2351350,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_500_50_set5_20_cap500,100751,100201,201301,175300,376799,2405659,0,0,0,0,75150,0,0,0,75650,50501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_2_cap10,2902,2041,5791,4681,10674,81886,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_2_cap100,2902,2312,5791,4681,10674,84703,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_2_cap20,2902,2071,5791,4681,10674,82162,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_2_cap222,2902,2677,5791,4681,10674,85857,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_2_cap50,2902,2161,5791,4681,10674,83177,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_5_cap10,2902,2041,5791,4681,10674,81834,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_5_cap100,2902,2312,5791,4681,10674,84271,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_5_cap20,2902,2071,5791,4681,10674,82239,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_5_cap222,2902,2677,5791,4681,10674,85288,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
as_conic_mc_frozenpizza_5_cap50,2902,2161,5791,4681,10674,82943,0,0,0,0,2007,0,0,0,2229,1555,0,0,0,0,0,0,0,0,0,669,0,0,0,1,1,0,0,0,0,0,true
b1bigflowc,2677,1216,3388,4216,5266,35304,0,0,0,0,1128,0,0,0,1317,943,0,0,0,0,0,0,0,0,0,376,0,0,0,1,1,0,0,0,0,0,true
batch,58,13,186,55,250,2002,0,0,0,0,0,0,33,0,153,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,true
batchdes,25,7,66,22,79,790,0,0,0,0,0,0,15,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,true
batchs101006m,308,21,1602,140,3300,16430,0,0,0,0,0,0,87,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,true
batchs121208m,442,25,2356,216,4874,24847,0,0,0,0,0,0,105,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,true
batchs151208m,484,25,2707,216,5765,28756,0,0,0,0,0,0,114,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,true
batchs201210m,602,25,3484,264,7538,37307,0,0,0,0,0,0,129,0,3355,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,true
beam30,115817,113627,224187,63903438,224157,240521606,2190,0,0,0,0,0,0,0,108340,113657,0,0,0,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
beam7,112705,112201,219366,15063181,219359,57651286,504,0,0,0,0,0,0,0,106654,112208,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
beck751,80,54,59,164,72,955,0,0,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,false
beck752,80,54,59,164,72,957,0,0,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,false
beck753,80,54,59,164,72,952,0,0,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,false
bridge_2x10_2bars_2scen,89,0,887,0,713,3157,0,0,0,0,0,0,0,0,221,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
bridge_2x5_5bars,96,0,315,0,673,2917,0,0,0,0,0,0,0,0,210,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
bridge_2x6_4bars_2scen,97,0,427,0,717,3110,0,0,0,0,0,0,0,0,217,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
bridge_2x7_4bars,117,0,515,0,891,3854,0,0,0,0,0,0,0,0,262,0,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
